feature,coefficient
capital.gain,2.295669911623928
education.num,0.8690963538102198
age,0.539137988502458
sex,0.4283105047408093
hours.per.week,0.42025257706794944
marital.status,-0.41547059463322455
capital.loss,0.28607287007895116
relationship,-0.12140782986583576
race,0.11474161688843719
workclass,-0.10501366241745436
occupation,-0.014192141739430458
native.country,-0.004351416563065266
